tt0860835,tt0852996,0.025
tt0867271,tt0849466,0.0166667
tt0867295,tt0852987,0.025
tt0870105,tt0850664,0.025
tt0870176,tt0870105,0.025
tt0870176,tt0850664,0.025
tt0881891,tt0878804,0.02
tt0881894,tt0876291,0.0166667
tt0881930,tt0852937,0.02
tt0885507,tt0860387,0.0166667
tt0886531,tt0874425,0.025
tt0887769,tt0881930,0.02
tt0887769,tt0852937,0.0166667
tt0887901,tt0864684,0.0166667
tt0892767,tt0858479,0.0166667
tt0892874,tt0872190,0.02
tt0892904,tt0865561,0.025
tt0893322,tt0882113,0.025
tt0893322,tt0879405,0.025
tt0896785,tt0867145,0.0166667
tt0897361,tt0872230,0.025
tt0897374,tt0887793,0.0166667
tt0901476,tt0892318,0.02
tt0902312,tt0872335,0.025
tt0907106,tt0887793,0.0166667
tt0910993,tt0861350,0.025
tt0914837,tt0857190,0.0166667
tt0914863,tt0896798,0.0166667
tt0915749,tt0855852,0.0166667
tt0920457,tt0876291,0.0166667
tt0920457,tt0881894,0.0166667
tt0920468,tt0870101,0.025
tt0923719,tt0875003,0.02
tt0924252,tt0852937,0.0166667
tt0924252,tt0887769,0.0166667
tt0924252,tt0881930,0.02
tt0924271,tt0897374,0.0166667
tt0924271,tt0887793,0.0166667
tt0924274,tt0907106,0.0166667
tt0924317,tt0907106,0.0166667
tt0924317,tt0858492,0.0166667
tt0924317,tt0924274,0.0166667
tt0925058,tt0924271,0.0166667
tt0925081,tt0925056,0.025
tt0925130,tt0925081,0.02
tt0925130,tt0925056,0.02
tt0925245,tt0902279,0.02
tt0926341,tt0903606,0.02
tt0928152,tt0907618,0.0166667
tt0928188,tt0924518,0.025
tt0928194,tt0896785,0.0166667
tt0928194,tt0867145,0.0166667
tt0928363,tt0891631,0.025
tt0929630,tt0924249,0.0166667
tt0930083,tt0891520,0.0166667
tt0934459,tt0858436,0.02
tt0937391,tt0872314,0.02
tt0938706,tt0937391,0.02
tt0938706,tt0872314,0.025
tt0940657,tt0940656,0.0166667
tt0942379,tt0920454,0.02
tt0944080,tt0852987,0.025
tt0944080,tt0867295,0.025
tt0944185,tt0924262,0.0166667
tt0944195,tt0858492,0.0166667
tt0945587,tt0884237,0.025
tt0947802,tt0896798,0.0166667
tt0947802,tt0914863,0.0166667
tt0951216,tt0867591,0.0166667
tt0956299,tt0933361,0.02
tt0959281,tt0929630,0.0166667
tt0959281,tt0924249,0.0166667
tt0959281,tt0929613,0.0166667
tt0959336,tt0926036,0.025
tt0960731,tt0960144,0.0166667
tt0960855,tt0852987,0.025
tt0960886,tt0858424,0.025
tt0961073,tt0942904,0.025
tt0961721,tt0896533,0.02
tt0961722,tt0929618,0.02
tt0965375,tt0906773,0.025
tt0968264,tt0891527,0.0166667
tt0969250,tt0906325,0.025
tt0969348,tt0959336,0.025
tt0969348,tt0926036,0.025
tt0969367,tt0969268,0.02
tt0970446,tt0970427,0.02
tt0970453,tt0861701,0.025
tt0971215,tt0879265,0.025
tt0972378,tt0936504,0.02
tt0972563,tt0867295,0.025
tt0972913,tt0867145,0.02
tt0973783,tt0924252,0.0166667
tt0973783,tt0881930,0.02
tt0973783,tt0852937,0.0166667
tt0973783,tt0887769,0.0166667
tt0973785,tt0892051,0.02
tt0974554,tt0913425,0.02
tt0974661,tt0962726,0.0166667
tt0974662,tt0918557,0.02
tt0976024,tt0946984,0.025
tt0976035,tt0945521,0.025
tt0978570,tt0944195,0.0166667
tt0978570,tt0858492,0.0166667
tt0978601,tt0934442,0.0111111
tt0978702,tt0928152,0.02
tt0978702,tt0907618,0.02
tt0979891,tt0962746,0.025
tt0979891,tt0911024,0.025
tt0979900,tt0892100,0.025
tt0979913,tt0896968,0.0111111
tt0983250,tt0860835,0.025
tt0983250,tt0852996,0.025
tt0984057,tt0891485,0.02
tt0984122,tt0983990,0.02
tt0984177,tt0876291,0.02
tt0984177,tt0920457,0.02
tt0984177,tt0881894,0.0111111
tt0984202,tt0984177,0.0166667
tt0984202,tt0876291,0.025
